TILE_ID,NUMBER,RA,DEC,FWHM_WORLD,uJAVA,Ax_uJAVA,J0378,Ax_J0378,J0395,Ax_J0395,J0410,Ax_J0410,J0430,Ax_J0430,gSDSS,Ax_gSDSS,J0515,Ax_J0515,rSDSS,Ax_rSDSS,J0660,Ax_J0660,iSDSS,Ax_iSDSS,J0861,Ax_J0861,zSDSS,Ax_zSDSS,W1,W2,W3,W4,J,H,K,sglc_prob_star,parallax,parallax_error,G,BP,RP,Ax_G,BP_RP,EXT_BP_RP,Teff_GAIA,ebv,ebv_err,RV,RV_error,ra_obs,dec_obs,snr,objtype,magtype,mag1,mag2,mag3,mag4,mag5,mag6,mag7,teff_lasp,teff_lasp_err,logg_lasp,logg_lasp_err,feh_lasp,feh_lasp_err,vsini_lasp,vsini_lasp_err,rv_b0,rv_b0_err,rv_b1,rv_b1_err,rv_b_flag,rv_r0,rv_r0_err,rv_r1,rv_r1_err,rv_r_flag,rv_br0,rv_br0_err,rv_br1,rv_br1_err,rv_br_flag,rv_lasp0,rv_lasp0_err,rv_lasp1,rv_lasp1_err,coadd,fibermask,alpha_m_cnn,teff_cnn,logg_cnn,feh_cnn,c_fe,n_fe,o_fe,mg_fe,al_fe,si_fe,s_fe,ca_fe,ti_fe,cr_fe,ni_fe,cu_fe
69138,1195,241.014524849,54.8380490782,4.97877E-4,16.198,0.0470367,16.216,0.0450939,15.839,0.0443798,14.946,0.042248,14.673,0.0405257,14.087,0.0356845,13.96,0.0330591,13.304,0.0250253,13.239,0.022694,13.037,0.0183043,12.989,0.0145027,13.016,0.0135366,11.201,11.273,11.193,9.808,11.798,11.355,11.254,1.0,3.5829,0.013,13.233561,13.749875,12.583408,0.189,1.166467,0.0967,4951.06,0.010501605,0.012001,,,241.01469,54.838,29.79,Star,ugriz,99.0,99.0,99.0,99.0,99.0,99.0,99.0,4810.26,39.19,4.534,0.048,0.122,0.028,-9999.0,0.0,-24.58,1.4,-19.77,1.56,0,-17.41,1.32,-13.52,1.93,0,-23.62,1.4,-19.06,1.62,0,-25.51,0.82,-19.22,0.9,1,0,-0.06,4889.87,4.383,0.141,0.01063,0.102,-0.01762,-0.01299,-0.00891,-0.01416,0.04067,-0.03035,-0.00932,0.06821,0.0348,0.08816
69138,1580,241.635438243,54.8627416925,4.8141903E-4,15.868,0.0280197,15.807,0.0268624,15.608,0.026437,14.832,0.0251671,14.686,0.0241411,14.265,0.0212572,14.104,0.0196933,13.693,0.0149076,13.661,0.0135188,13.497,0.0109039,13.481,0.00863926,13.521,0.00806372,11.928,11.966,11.68,9.627,12.395,12.027,11.919,1.0,1.495,0.0136,13.60958,14.017584,13.051127,0.4015,0.966456,0.208,5374.0,0.006255798,0.012001,,,241.63532,54.8626,26.89,Star,ugriz,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5443.33,41.65,4.403,0.051,-0.063,0.03,-9999.0,0.0,4.96,1.16,9.77,1.35,0,12.16,1.36,16.05,1.96,0,5.73,1.11,10.29,1.38,0,2.81,0.87,9.1,0.95,1,0,-0.009,5416.05,4.511,0.042,-0.04168,-0.02005,-9999.0,0.02022,-9999.0,-0.02446,-9999.0,0.0063,-9999.0,-9999.0,0.00773,-9999.0
69138,2679,242.35489312,54.9259258704,4.8717007E-4,17.938,0.0252628,17.901,0.0242193,17.721,0.0238358,16.595,0.0226908,16.272,0.0217658,15.592,0.0191657,15.503,0.0177556,14.6,0.0134408,14.474,0.0121886,14.16,0.009831,14.034,0.00778922,14.033,0.00727032,11.944,11.97,11.977,9.35,12.731,12.112,11.966,1.0,2.7223,0.0194,14.49484,15.161212,13.714558,0.7263,1.446654,0.347,4529.47,0.005640276,0.012001,,,242.35521,54.926,35.39,Star,ugriz,99.0,99.0,99.0,99.0,99.0,99.0,99.0,4477.77,-9999.0,4.555,-9999.0,-0.325,-9999.0,32.666,0.0,-47.83,2.67,-43.02,2.76,0,-38.67,1.75,-34.78,2.25,0,-46.04,1.91,-41.48,2.07,0,-39.73,-9999.0,-9999.0,-9999.0,1,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
69138,3102,241.051432088,54.9479373449,4.7922938E-4,15.823,0.0429917,15.776,0.041216,15.637,0.0405633,14.917,0.0386148,14.821,0.0370407,14.433,0.0326157,14.264,0.0302161,13.916,0.0228733,13.89,0.0207424,13.724,0.0167302,13.706,0.0132555,13.747,0.0123725,12.135,12.16,12.244,9.508,12.655,12.277,12.215,1.0,1.8861,0.0158,13.818096,14.199838,13.28087,0.036,0.918968,0.018,5407.33,0.009598513,0.012001,,,241.05144,54.9478,17.51,Star,ugriz,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5606.3,52.67,4.584,0.067,-0.139,0.04,-9999.0,0.0,-22.72,1.36,-17.91,1.52,0,-16.66,1.87,-12.77,2.35,0,-22.1,1.29,-17.54,1.53,0,-24.18,1.01,-17.89,1.08,1,0,0.0,5412.59,4.475,-0.093,-0.04376,-0.00422,-9999.0,0.01468,-9999.0,-0.02562,-9999.0,0.02975,-9999.0,-9999.0,-0.02802,-9999.0
69138,5290,242.451874354,55.0625529054,4.846332E-4,15.52,0.0237245,15.506,0.0227446,15.255,0.0223844,14.402,0.0213091,14.206,0.0204404,13.697,0.0179986,13.559,0.0166744,12.999,0.0126223,12.937,0.0114464,12.737,0.00923236,12.698,0.00731491,12.718,0.00682761,10.954,11.015,10.955,9.854,11.511,11.137,10.994,1.0,2.9706,0.0306,12.920066,13.406734,12.294266,0.5377,1.112469,0.267,5007.23,0.005296824,0.012001,-30.46,0.73,242.45193,55.0624,45.67,Star,ugriz,99.0,99.0,99.0,99.0,99.0,99.0,99.0,4997.81,32.88,4.623,0.037,-0.072,0.023,-9999.0,0.0,-36.69,1.24,-31.88,1.42,0,-30.99,0.74,-27.1,1.6,0,-35.73,1.21,-31.17,1.46,0,-37.57,0.71,-31.28,0.8,1,0,-0.007,5067.56,4.657,-0.039,-0.00468,-0.07624,-9999.0,-0.00763,-9999.0,-0.03905,-9999.0,0.01454,-9999.0,-9999.0,2.8E-4,-9999.0
69138,8015,242.14248095,55.2101085409,4.9443595E-4,14.985,0.0312208,14.954,0.0299312,14.731,0.0294573,13.93,0.0280422,13.796,0.0268991,13.363,0.0236857,13.198,0.0219431,12.766,0.0166107,12.724,0.0150632,12.551,0.0121495,12.528,0.00962623,12.554,0.00898495,10.896,10.93,10.849,9.625,11.439,11.057,10.942,1.0,3.5499,0.023,12.674235,13.104872,12.10371,0.147,1.001162,0.0727,5244.0,0.006970481,0.012001,-27.51,1.73,242.14226,55.2101,56.27,Star,ugriz,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5350.63,41.41,4.646,0.045,0.104,0.028,-9999.0,0.0,-35.04,0.79,-30.23,1.04,0,-22.35,0.71,-18.46,1.58,0,-33.93,0.95,-29.37,1.25,0,-35.95,0.91,-29.66,0.98,1,0,-0.015,5314.53,4.558,0.036,-0.0682,-0.0659,-9999.0,-0.01656,-9999.0,-0.06095,-9999.0,0.01887,-9999.0,-9999.0,0.00698,-9999.0
69138,8560,242.45784507,55.2551707492,4.8184348E-4,15.863,0.03016,15.664,0.0289142,15.65,0.0284564,15.128,0.0270894,15.047,0.0259851,14.814,0.0228809,14.679,0.0211975,14.438,0.0160463,14.435,0.0145514,14.287,0.0117367,14.296,0.00929915,14.337,0.00867966,12.851,12.878,12.884,9.504,13.322,12.935,12.913,1.0,1.1598,0.0207,14.317424,14.620207,13.848928,0.068,0.771278,0.047,6154.11,0.0067336373,0.012001,,,242.45783,55.255111,14.74,Star,ugriz,99.0,14.63,14.29,14.22,14.14,99.0,99.0,5616.22,63.36,4.106,0.082,-1.135,0.05,-9999.0,0.0,-120.15,1.77,-115.34,1.9,0,-111.76,2.48,-107.87,2.85,0,-120.18,1.53,-115.62,1.73,0,-117.19,1.17,-110.9,1.23,1,0,0.132,5774.5,4.354,-0.517,0.08815,0.05191,-9999.0,0.19741,-9999.0,0.11669,-9999.0,0.13734,-9999.0,-9999.0,0.03104,-9999.0
69138,9424,241.868264238,55.3072549998,4.8253516E-4,18.047,0.0436882,18.011,0.0418837,17.607,0.0412205,16.617,0.0392404,16.2,0.0376408,15.362,0.0331441,15.295,0.0307056,14.203,0.0232438,14.034,0.0210784,13.711,0.0170013,13.574,0.0134703,13.575,0.0125729,11.401,11.472,11.312,9.878,12.238,11.623,11.484,1.0,4.0024,0.0181,14.102973,14.856823,13.266023,0.691,1.5908,0.337,4328.0,0.009754017,0.012001,,,241.8684,55.307331,43.66,Star,ugriz,99.0,15.11,14.05,13.67,13.43,99.0,99.0,4202.21,-9999.0,4.754,-9999.0,0.21,-9999.0,41.782,0.0,-26.38,2.13,-21.57,2.24,0,-23.82,1.73,-19.93,2.23,0,-25.76,1.88,-21.2,2.05,0,-24.36,-9999.0,-9999.0,-9999.0,1,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
68237,15913,235.02765669,51.2850442347,4.3310405E-4,14.975,0.0586233,14.832,0.056202,14.702,0.055312,13.979,0.052655,13.877,0.0505085,13.424,0.0444747,13.277,0.0412026,13.024,0.0311899,12.864,0.0282842,12.801,0.0228132,12.693,0.0180752,12.723,0.0168711,11.103,11.145,11.008,9.717,11.583,11.21,11.125,0.961,,,12.801579,13.199704,12.241896,,0.957809,,5363.25,0.013088489,0.012001,-1.44,1.66,235.02759,51.285,23.64,Star,ugriz,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5313.47,32.4,4.418,0.04,-0.175,0.024,-9999.0,0.0,-6.67,1.01,-7.53,1.24,0,-7.08,1.68,-7.78,2.19,0,-6.76,1.12,-7.21,1.32,0,-4.2,0.66,-4.68,0.73,1,0,0.097,5289.25,4.285,-0.172,0.08027,-0.05049,-9999.0,0.16775,-9999.0,0.03479,-9999.0,0.11992,-9999.0,-9999.0,0.06131,-9999.0
68237,19728,234.74314206,51.447106128,3.6338493E-4,14.618,0.0601199,14.34,0.0576367,14.336,0.056724,13.854,0.0539992,13.788,0.0517979,13.527,0.0456101,13.414,0.0422544,13.297,0.0319861,13.239,0.0290063,13.182,0.0233956,13.145,0.0185366,13.178,0.0173018,11.821,11.84,11.871,9.547,12.123,11.917,11.844,1.0,1.7261,0.0116,13.092324,13.36957,12.65444,0.06,0.71513,0.022,6288.0,0.013422621,0.012001,,,234.74313,51.447046,20.96,Star,gri,13.99,13.34,13.14,99.0,99.0,99.0,99.0,5880.34,34.79,3.993,0.043,-0.567,0.026,-9999.0,0.0,-0.13,0.98,-0.98,1.21,0,-2.11,1.67,-2.81,2.19,0,-0.58,0.97,-1.03,1.2,0,-2.7,0.7,-3.18,0.77,1,0,0.025,5895.98,4.232,-0.353,0.02677,0.22273,-9999.0,0.05572,-9999.0,0.01777,-9999.0,-0.00921,-9999.0,-9999.0,0.00744,-9999.0
68237,22640,234.893989323,51.9209370953,3.1657756E-4,16.095,0.049003,15.861,0.046979,15.815,0.046235,15.08,0.0440141,14.963,0.0422198,14.463,0.0371762,14.286,0.0344411,13.887,0.0260715,13.833,0.0236427,13.699,0.0190695,13.588,0.015109,13.6,0.0141025,11.8,11.848,11.598,9.16,12.379,11.926,11.846,1.0,0.6242,0.0136,13.772104,14.227531,13.163214,,1.064318,,5193.99,0.010940614,0.012001,,,234.89403,51.921021,10.53,Star,ugriz,99.0,14.27,13.72,13.67,13.42,99.0,99.0,5063.68,49.44,3.549,0.067,-0.563,0.041,-9999.0,0.0,-66.37,1.78,-67.23,1.92,0,-61.94,3.69,-62.64,3.95,0,-64.85,1.92,-65.3,2.04,0,-65.1,0.86,-65.58,0.91,1,0,0.103,4960.58,3.453,-0.504,0.01992,-0.10397,0.17525,0.13271,0.10717,0.09545,0.09907,0.07733,0.0135,0.002,0.04807,0.02569
68237,23991,234.450332808,51.9192136285,3.3527598E-4,15.179,0.0510565,14.974,0.0489477,14.979,0.0481725,14.377,0.0458585,14.319,0.0439891,13.965,0.0387341,13.831,0.0358843,13.591,0.027164,13.565,0.0246334,13.491,0.0198686,13.435,0.0157421,13.458,0.0146934,11.968,12.001,12.209,9.457,12.378,12.047,12.02,1.0,1.7435,0.0151,13.448566,13.786421,12.955437,0.163,0.830984,0.075,5824.67,0.011399086,0.012001,,,234.45038,51.919044,11.11,Star,gri,15.19,13.58,14.12,99.0,99.0,99.0,99.0,5715.47,62.41,4.404,0.084,-0.455,0.052,-9999.0,0.0,-56.57,1.98,-57.42,2.11,0,-54.37,2.71,-55.07,3.05,0,-55.54,1.78,-55.99,1.91,0,-56.11,1.09,-56.59,1.13,1,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
69164,15800,254.391395575,55.5399402245,3.0940113E-4,16.615,0.0664108,16.507,0.0636677,16.279,0.0626595,15.413,0.0596496,15.257,0.0572179,14.666,0.0503826,14.555,0.0466758,13.967,0.0353331,13.878,0.0320414,13.74,0.0258437,13.708,0.0204763,13.671,0.0191122,11.929,11.992,11.913,9.542,12.529,12.054,11.968,1.0,1.7292,0.0135,13.924707,14.41181,13.295838,0.682,1.115972,0.3325,5034.34,0.014827138,0.012001,,,254.39149,55.539964,10.39,Star,gri,14.56,13.86,13.62,99.0,99.0,99.0,99.0,5025.79,63.3,4.503,0.086,-0.12,0.053,36.924,0.0,-59.37,2.24,-52.81,2.47,0,-57.8,2.37,-53.17,2.69,0,-59.06,1.8,-53.01,2.03,0,-58.84,1.1,-51.07,1.39,1,0,0.01,4874.63,4.494,-0.196,-0.02957,-0.03607,-0.01318,0.01303,0.04744,-0.04806,0.1743,0.0442,0.00655,-0.03542,-0.00658,-0.02628
73702,2833,332.0660067,22.1599735442,4.1194406E-4,15.161,0.393371,14.898,0.377123,14.808,0.371151,14.275,0.353322,14.182,0.338919,13.86,0.298431,13.732,0.276475,13.442,0.209288,13.406,0.189791,13.303,0.15308,13.289,0.121287,13.285,0.113207,11.824,11.884,11.932,8.81,12.276,11.963,11.916,1.0,1.0755,0.0313,13.35246,13.692295,12.853494,,0.838801,,5780.0,0.08782559,0.012001,,,332.06602,22.160009,47.27,Star,gri,13.72,13.7,13.69,99.0,99.0,99.0,99.0,5919.96,27.1,4.01,0.031,-0.175,0.019,-9999.0,0.0,-14.9,0.55,-8.32,0.85,0,-13.13,0.62,-8.21,1.26,0,-14.6,0.75,-8.46,1.05,0,-15.96,0.59,-8.39,0.87,1,0,0.035,5859.53,4.084,-0.213,0.04563,0.13005,-9999.0,0.05389,-9999.0,0.03204,-9999.0,0.05202,-9999.0,-9999.0,0.01742,-9999.0
73702,2985,331.654713615,22.1702475844,4.4249004E-4,16.281,0.412095,16.21,0.395074,16.069,0.388817,15.283,0.37014,15.123,0.355051,14.617,0.312636,14.501,0.289635,13.981,0.21925,13.893,0.198825,13.72,0.160366,13.67,0.12706,13.645,0.118596,11.888,11.932,11.691,8.954,12.525,12.023,11.966,1.0,2.6029,0.0263,13.900913,14.373939,13.278113,0.0905,1.095825,0.0633,5010.58,0.09200601,0.012001,,,331.65468,22.170256,17.56,Star,gri,14.43,13.86,13.63,99.0,99.0,99.0,99.0,4991.78,46.69,4.474,0.059,-0.555,0.036,-9999.0,0.0,-75.42,1.2,-68.84,1.36,0,-73.99,1.6,-69.07,1.94,0,-75.15,1.21,-69.01,1.42,0,-76.84,0.9,-69.27,1.1,1,0,0.172,5218.68,4.584,-0.402,0.0254,-0.13813,-9999.0,0.2792,-9999.0,0.13233,-9999.0,0.17027,-9999.0,-9999.0,0.07986,-9999.0
73702,9750,332.743683448,22.476438688,3.8080354E-4,15.159,0.354165,14.838,0.339537,14.753,0.33416,14.284,0.318108,14.164,0.30514,13.905,0.268688,13.781,0.24892,13.544,0.18843,13.528,0.170875,13.448,0.137823,13.437,0.109199,13.431,0.101924,12.078,12.106,12.361,9.373,12.418,12.142,12.14,1.0,0.8064,0.0567,13.448392,13.755471,12.986436,,0.769035,,5914.67,0.0790724,0.012001,,,332.74372,22.476458,21.49,Star,gri,13.75,13.49,13.62,99.0,99.0,99.0,99.0,6189.47,40.98,3.995,0.051,-0.079,0.03,-9999.0,0.0,5.28,0.98,7.97,1.7,0,6.97,1.43,11.54,1.94,0,5.6,1.06,9.23,1.58,0,3.81,0.83,8.84,1.33,1,0,0.036,6153.79,4.028,-0.091,-9.3E-4,0.12945,-9999.0,0.04816,-9999.0,0.06767,-9999.0,-0.0302,-9999.0,-9999.0,0.05679,-9999.0
73702,12485,332.755383497,22.597158612,3.7289024E-4,16.01,0.373049,15.837,0.357641,15.692,0.351977,15.074,0.335069,14.948,0.32141,14.562,0.283014,14.423,0.262192,14.079,0.198476,14.034,0.179986,13.916,0.145172,13.905,0.115021,13.889,0.107359,12.416,12.442,12.882,9.264,12.882,12.514,12.461,1.0,1.3232,0.0293,14.007209,14.387124,13.476034,0.3165,0.91109,0.147,5465.75,0.08328846,0.012001,,,332.75538,22.597166,31.69,Star,gri,14.41,13.94,14.0,99.0,99.0,99.0,99.0,5710.47,40.62,4.337,0.049,-0.058,0.029,-9999.0,0.0,18.61,0.9,21.3,1.66,0,17.25,0.87,21.82,1.57,0,18.31,1.01,21.94,1.55,0,17.74,0.86,22.77,1.35,1,0,0.006,5619.57,4.292,-0.006,-0.00897,0.11676,-9999.0,0.01869,-9999.0,0.00453,-9999.0,0.0225,-9999.0,-9999.0,0.03044,-9999.0
73702,14797,331.864596173,22.690870814,3.8053593E-4,15.284,0.416846,14.945,0.399629,14.809,0.3933,14.378,0.374408,14.268,0.359145,14.072,0.316241,13.982,0.292974,13.794,0.221778,13.799,0.201117,13.71,0.162215,13.738,0.128525,13.741,0.119963,12.528,12.553,11.547,8.271,12.821,12.622,12.557,1.0,0.7247,0.0263,13.686968,13.946363,13.272629,1.2685,0.673734,0.647,6503.0,0.09306676,0.012001,,,331.8646,22.690883,47.65,Star,gri,13.93,13.71,13.66,99.0,99.0,99.0,99.0,6680.25,26.79,4.126,0.03,-0.143,0.018,-9999.0,0.0,6.04,0.58,10.85,0.9,0,7.39,0.71,11.28,1.58,0,6.48,0.71,11.04,1.08,0,4.85,0.58,11.14,0.69,1,0,0.051,6446.06,4.067,-0.107,0.07359,0.04043,-9999.0,0.08159,-9999.0,0.06291,-9999.0,0.00176,-9999.0,-9999.0,-0.07188,-9999.0
73702,17312,332.275750023,22.7947467165,3.664526E-4,15.973,0.414316,15.671,0.397203,15.571,0.390913,15.166,0.372135,15.057,0.356965,14.828,0.314321,14.721,0.291196,14.494,0.220432,14.469,0.199897,14.38,0.161231,14.389,0.127745,14.388,0.119235,13.068,13.091,12.632,9.151,13.407,13.138,13.147,1.0,0.8059,0.0315,14.391523,14.682329,13.939148,0.24,0.743181,0.117,6173.0,0.09250187,0.012001,,,332.2758,22.794772,16.22,FS,ugriz,15.84,14.72,14.37,14.25,14.2,99.0,99.0,6344.05,49.35,4.309,0.063,-0.576,0.038,-9999.0,0.0,-7.68,1.38,-4.99,1.96,0,-11.41,2.13,-6.84,2.5,0,-8.48,1.33,-4.85,1.78,0,-10.28,0.93,-5.25,1.4,1,0,0.103,5990.16,4.098,-0.457,0.09053,-0.01681,-9999.0,0.15014,-9999.0,0.12202,-9999.0,0.04316,-9999.0,-9999.0,0.0458,-9999.0
73702,18169,331.951313509,22.8296249046,3.7079482E-4,15.019,0.4206,14.754,0.403227,14.668,0.396842,14.224,0.377779,14.114,0.362379,13.87,0.319089,13.753,0.295612,13.524,0.223775,13.504,0.202928,13.405,0.163676,13.406,0.129683,13.408,0.121043,12.07,12.085,11.415,8.856,12.485,12.161,12.118,1.0,1.3339,0.0252,13.422897,13.7196,12.963202,0.2743,0.756397,0.1253,5693.67,0.09390481,0.012001,,,331.9513,22.829612,37.64,Star,gri,13.71,13.45,13.38,99.0,99.0,99.0,99.0,6226.31,30.96,4.193,0.036,-0.427,0.022,-9999.0,0.0,-19.29,0.73,-16.6,1.58,0,-20.88,0.96,-16.31,1.62,0,-19.57,0.79,-15.94,1.42,0,-20.22,0.66,-15.19,1.24,1,0,0.056,5968.19,4.166,-0.339,0.07174,-0.0176,-9999.0,0.08091,-9999.0,0.06265,-9999.0,0.00635,-9999.0,-9999.0,0.0169,-9999.0
73702,20807,332.35939668,22.9321825815,3.6572572E-4,15.726,0.379461,15.485,0.363788,15.441,0.358027,14.836,0.340828,14.751,0.326934,14.375,0.287878,14.246,0.266698,13.91,0.201888,13.859,0.18308,13.738,0.147667,13.71,0.116998,13.7,0.109204,12.198,12.228,12.561,8.839,12.665,12.327,12.261,1.0,1.0289,0.0289,13.826637,14.200934,13.292522,0.8127,0.908412,0.3915,5456.67,0.08471997,0.012001,,,332.35942,22.932273,36.92,Star,gri,14.21,13.79,13.65,99.0,99.0,99.0,99.0,5591.17,37.72,4.07,0.044,-0.484,0.027,-9999.0,0.0,-1.7,0.77,0.99,1.59,0,-1.73,0.91,2.84,1.59,0,-1.65,0.86,1.98,1.46,0,-2.25,0.8,2.78,1.32,1,0,0.156,5647.39,4.142,-0.355,0.15412,-0.09122,-9999.0,0.24096,-9999.0,0.10494,-9999.0,0.15137,-9999.0,-9999.0,0.03075,-9999.0
73702,21509,332.834852218,22.9559548887,4.71012E-4,15.744,0.328924,15.543,0.315338,15.435,0.310345,14.845,0.295437,14.733,0.283393,14.354,0.249539,14.209,0.23118,13.881,0.175,13.83,0.158697,13.708,0.128001,13.698,0.101417,13.686,0.0946603,12.174,12.199,12.033,8.947,12.625,12.289,12.254,1.0,1.0848,0.0414,13.801973,14.17835,13.274403,,0.903947,,5513.0,0.073437005,0.012001,,,332.83481,22.955989,38.47,Star,gri,14.19,13.75,13.67,99.0,99.0,99.0,99.0,5633.78,37.66,4.063,0.044,-0.268,0.027,-9999.0,0.0,-52.82,0.77,-50.13,1.6,0,-52.91,0.86,-48.34,1.56,0,-52.75,0.88,-49.12,1.47,0,-53.99,0.8,-48.96,1.32,1,0,0.104,5756.45,4.141,-0.145,0.13686,0.05001,-9999.0,0.17465,-9999.0,0.10206,-9999.0,0.07121,-9999.0,-9999.0,0.07188,-9999.0
73702,24017,331.732556348,23.2893204322,3.8238135E-4,16.298,0.431094,16.212,0.413288,15.975,0.406743,15.216,0.387205,15.024,0.37142,14.484,0.32705,14.335,0.302988,13.822,0.229359,13.732,0.207992,13.568,0.16776,13.511,0.132918,13.497,0.124063,11.797,11.838,12.201,8.551,12.4,11.974,11.868,1.0,2.4546,0.0292,13.773281,14.25806,13.138785,0.2747,1.119275,0.13,4972.5,0.09624782,0.012001,,,331.73255,23.289348,32.07,Star,gri,14.34,13.72,13.51,99.0,99.0,99.0,99.0,5480.71,40.44,4.886,0.049,0.149,0.029,-9999.0,0.0,16.88,1.15,19.57,1.81,0,16.44,0.97,21.01,1.63,0,16.63,1.19,20.26,1.68,0,16.25,0.85,21.28,1.35,1,0,-0.03,5269.52,4.642,0.049,-0.07817,-0.0298,-9999.0,-0.06984,-9999.0,-0.08539,-9999.0,0.05884,-9999.0,-9999.0,-0.01797,-9999.0
73702,32727,332.838006011,23.3489432085,3.8270734E-4,15.964,0.386824,15.723,0.370847,15.641,0.364974,15.011,0.347442,14.885,0.333278,14.513,0.293465,14.36,0.271874,14.018,0.205805,13.971,0.186632,13.829,0.150532,13.806,0.119269,13.802,0.111323,12.316,12.343,12.187,9.476,12.728,12.409,12.354,1.0,1.0263,0.0365,13.936351,14.323601,13.390922,0.6727,0.932679,0.3403,5408.0,0.08636394,0.012001,,,332.838,23.348964,17.68,Star,gri,14.34,13.9,13.76,99.0,99.0,99.0,99.0,5690.73,49.34,3.991,0.062,-0.314,0.038,-9999.0,0.0,-1.65,1.41,1.04,1.98,0,2.92,2.05,7.49,2.43,0,-1.01,1.27,2.62,1.73,0,-2.8,0.95,2.23,1.41,1,0,0.049,5675.22,4.069,-0.096,0.03395,0.16111,-9999.0,0.06663,-9999.0,0.03314,-9999.0,0.00674,-9999.0,-9999.0,-0.00472,-9999.0
73702,32943,332.065700654,23.3308489141,3.7160536E-4,16.101,0.417099,16.018,0.399871,15.881,0.393539,15.13,0.374635,15.023,0.359363,14.525,0.316433,14.378,0.293152,13.911,0.221913,13.837,0.201239,13.664,0.162314,13.61,0.128603,13.6,0.120036,11.925,11.967,11.819,9.213,12.472,12.033,11.992,1.0,2.5679,0.0523,13.836597,14.294887,13.225689,0.0333,1.069198,0.0195,5082.61,0.09312327,0.012001,,,332.06572,23.330868,25.31,Star,gri,14.33,13.78,13.61,99.0,99.0,99.0,99.0,5372.8,43.34,4.796,0.053,-0.459,0.032,-9999.0,0.0,-12.97,1.06,-10.28,1.75,0,-12.49,1.2,-7.92,1.77,0,-12.87,1.08,-9.24,1.6,0,-13.58,0.9,-8.55,1.38,1,0,0.063,5226.09,4.489,-0.314,-0.02644,-0.09449,-9999.0,0.08953,-9999.0,0.03085,-9999.0,0.06643,-9999.0,-9999.0,0.01215,-9999.0
72164,565,14.8229964134,3.96795404985,3.2660956E-4,16.362,0.111192,16.184,0.106599,16.004,0.104911,15.418,0.0998715,15.325,0.0958002,14.942,0.0843558,14.824,0.0781495,14.487,0.0591583,14.461,0.0536471,14.389,0.0432702,14.383,0.0342835,14.37,0.0319996,12.873,12.93,12.17,8.447,13.406,13.052,12.991,1.0,0.972,0.0445,14.448837,14.794467,13.946357,0.185,0.84811,0.0953,5779.0,0.024825126,0.012001,,,14.823001,3.9679559,35.02,Star,ugriz,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5731.78,41.08,4.245,0.049,-0.091,0.029,-9999.0,0.0,-3.12,0.78,2.58,1.13,0,-0.25,1.19,4.82,1.66,0,-2.71,0.91,2.89,1.18,0,-3.55,0.87,3.6,0.98,1,0,0.009,5569.9,4.219,-0.044,0.03754,0.14013,-9999.0,0.0432,-9999.0,0.04359,-9999.0,-0.01135,-9999.0,-9999.0,0.02077,-9999.0
72164,833,14.5233333301,3.97982157776,3.3302483E-4,15.005,0.116266,14.85,0.111464,14.617,0.109699,13.961,0.104429,13.856,0.100172,13.382,0.0882053,13.251,0.0817158,12.846,0.061858,12.8,0.0560953,12.71,0.0452448,12.687,0.035848,12.664,0.0334599,11.16,11.218,11.113,8.794,11.637,11.271,11.203,1.0,1.5413,0.0481,12.80119,13.200745,12.253058,,0.947687,,5386.25,0.025958018,0.012001,-13.86,2.78,14.52325,3.9798279,90.98,Star,ugriz,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5402.97,85.88,3.817,0.08,-0.054,0.053,-9999.0,0.0,-17.63,0.5,-11.93,0.96,0,-17.38,0.45,-12.31,1.24,0,-17.64,0.67,-12.04,1.01,0,-18.76,1.92,-11.61,1.97,1,0,0.088,5398.64,3.99,0.022,0.16783,0.09036,-9999.0,0.16358,-9999.0,0.11219,-9999.0,0.0332,-9999.0,-9999.0,0.06619,-9999.0
